Index,Likes,Comment
269,3,"Suraj, your mother had died. And you are his child. To make a video on 2k box office collection report. And all these Hijde subscribers tell me by commenting. Gadar 2k box office collection. If you are the child of 1 father."
270,0,"Brother, your ass is swollen, your ass has been fucked in the movie."
271,2,😂😂😂😂😂 Suraj Kumar shocked! Tarasingh Rocked.
272,0,"Just came back from the movie

The worst movie I’ve seen in a long time"
273,0,Your Sachin Seema Hyder has smashed the box office with a hammer of 400+ crores! 😂😂😂
274,1,"Thumbnail change 😂😂😂 after seeing box office collection,😅😅"
275,0,"He thought too much of himself, both his arrogance and his balls were killed by the public."
276,0,"You said it right, brother... It was a really stupid movie, man! 😂😂"
277,0,🐕🐕🐕🐕🐕🐩
278,0,Gadar2 never need so called critics like u.
279,0,"Hey dogs, so-called critics, attention seekers... Your review can go to hell. It's now an all-time blockbuster. It has already made history at the Indian box office"
280,0,Get well soon mental hospital.....went crazy after seeing India's rebellion
281,0,"This movie is a huge disaster blaster; it's a pathetic film. The newcomers' acting is terrible, especially Ameesha"
282,0,Choda
283,0,This superhit movie Ghadar will not be liked by some Pak lovers and Karan Johar fans.
284,1,Paid reviewers 😅😂😂
285,1,unsubscribe his channel
286,1,"Chaman S
Report this channel
Sunny fans"
287,0,"The more you shout, the more your stupidity comes to light."
288,0,You are a big zero... The worst review ever...
289,0,Jab harry met sejal is A very good movie
290,0,"I think, you have started watching Abhi Abhi movie, or have watched movies in your sleep. Or don't make review like this for such a beautiful movie. You are wasting ur and our time. Humble request don't make review."
291,0,"Public made fun of Suraj Kumar's review....
Inte bade reviewer's review fails....How?
According to this the lifetime of the movie would have been 50 crores but the public did not spend even 10 crores.
This proves that you are a real reviewer."
292,0,Oh you even apologized to Tara Singh in another video.
293,0,Don't see me anywhere in Mumbai... I will uproot your hand pump. Where will urine come from?
294,0,"Hey, what do you know? The film will break records. Not all movies need to be real; directors know how to win the audience's heart. You are just a YouTuber; don't judge."
295,0,Keep on babbling. The movie has been all time blockbuster🎉🎉🎉
296,0,Brother u go to Pakistan 😂😂😂😂
297,0,Sale Salman Shahrukh's broker
298,0,Utkarsh Sharma is acting right from the beginning to the ass..You yourself are overacting in every video and in your videos you are acting like fools to your audience😅😅😅
299,1,"You really are a bastard, friend.
You also left for SAIL Mumbai only."
300,0,You will become mental no matter what you say.
301,0,I feel very sorry for the girls...BJP hatao desh bachao
302,0,What is the benefit of this government What is the benefit of this media😢😢
303,0,This is a matter of shame in India and what is even more shameful is the government not taking action😢😢😢😢😢
304,0,"Government, whoever it may be, take action on Manipur first 😢😢😢 Don't play politics"
305,0,It will be very difficult for us 😢
306,0,pm is shameful
307,0,🙏🙏🙏🙏
308,0,"This government is a curse, and so is the system. 😡😡😡"
309,0,Every single word of yours is correct ronak sir.😢
310,0,Today you have given news impartially.
311,0,Accuse the one who has done it.
312,0,"The best channel so far
Kudos"
313,0,Such a shame
314,0,"Media is just a devotee of Modi, it only talks about Modi and Hindus and Muslims."
315,0,Get BJP out of the country. save
316,0,"Brother, in Kashmir, the security budget will blow your mind."
317,0,India is one such country. Where there is only politics. Where the law is like this. That you can live your whole life freely even after committing crimes.
318,0,"Because of the big rogue of the country, the courage of the small rogues has increased."
319,0,Yessss😢😢😢😢😢
320,0,Seema haidet is a curse to this nation I apologize to all my brothers and sisters grandparents and children please bring peace between the community I pray for all the communities
321,0,"I have shared the video.... But after watching the video, I am very angry with Modi that he can only do demonetization... Not public welfare."
322,0,Absolutely correct
323,0,"Blood is boiling after seeing all this... How can the government sleep so deeply... the cries of the country's daughters are not being heard... it's pretending to sleep... because someone who is actually asleep can be awakened... not someone pretending to sleep... we are ashamed, Manipur 😔😞"
324,0,"The tooth for eating of these people is different, and the tooth for showing off is different."
325,0,Tell the government that I want tea
326,0,There will be action but let the elections come then no one will do anything till then and stay abroad.
327,1,BJP is responsible which you support
328,0,It's good. He he 😂
329,0,Mumbai and Rajasthan police should go there
330,0,"It is not a punishment but it is very painful to kill them by drilling a hole in their body and they should not be killed, I will die with torture if I am found."
331,1,Shameless BJP government 😡😡😡
332,1,"Godi media, you eat shit, shit,, 👋👋👋"
333,0,😢
334,0,Poor media people will be able to do something only if they leave Laila Majnu.
335,0,"India is still a developing country ..I’m studying this since my LKG ,still we are teaching same for kids.

We dint get any independence in INDIA(Rape cases….Manipur issues) .shame if we do Independence Day celebrations .Other countries have bad opinions on 🇮🇳 INDIA."
336,0,Ramove BJP Chief Minister
337,1,"This is the bigoted sycophant of BJP. Everything has been happening for so long, then they did not see it.
They see only Rahul Gandhi
This brother said something when he got a chance due to the evil of Rahul Gandhi
The failure of the government is not visible in his entire talk.
Will not mention BJP's failure even once?
Kuiki is a sycophant of BJP"
338,0,shame on you dude
339,0,Big people have a hand in this: That's why these dirty people did not get punished.
340,0,The ones who make others do it later should be shot first.
341,0,Work is bad
342,0,Remove the  location
343,0,All this happens because of a scoundrel like you. Remove the hypocritical BJP from the country. We are sleeping.
344,0,# shame on u bjp
345,0,Thank you
346,0,Why is Ministry of Women and Child Development not qustioned
347,1,Remove Modi and save the country
348,0,We are really sorry for this incident
349,0,This work is appreciated no matter how much you estimate it.
350,0,😢
351,0,"What is happening in Manipur is that the government is building complexes and apartments on that land, and the government does not want that land to be taken away for free. BJP people are selling that land to foreigners. It is given."
352,0,Long live Rahul Gandhi.------------------->
353,0,Shame on bjp
354,1,"Three leaders can change this country of India, but Yogi cannot become the CM of Bihar, Khan sir who will not contest elections, Manish Kashyap is the only one who can improve Bihar."
355,0,Right
356,0,"It's simple, create riots, get votes,
this is India, where simple and innocent people live, the only thing lacking is that politicians have made themselves gods here,
Whatever offerings politicians provide, the poor people consume,
Then, the direct result is that these simple and innocent people bear the consequences..
BJP and the media have ruined India... very sad, very sad... 😢😢😢"
357,0,Pm is good at speaking his mind
358,1,"Remove BJP, save the country. We are Yadavs, but all votes from our village used to go to BJP. But now, it's getting excessive. In any state where there is a BJP government, there is no hearing because instead of having a government in both the state and the center, they do not listen and run things their own way. Let's take the example of Uttar Pradesh from 2018; there have been no vacancies in the police, and even if they bring vacancies, there is no age relaxation. After watching videos from Manipur, it's heartbreaking. Still, the Chief Minister is sitting quietly; if it happened with his mother and sister, then he would understand."
